timestamp,open,high,low,close,volume,
2018-06-27 16:00:00,1112.8200,1115.9350,1103.6200,1103.9800,222376,
2018-06-27 15:30:00,1110.6700,1114.0600,1105.8500,1112.9400,38148,
2018-06-27 15:00:00,1111.3700,1115.9500,1109.3100,1110.6210,34609,
2018-06-27 14:30:00,1112.3700,1114.9283,1110.2200,1112.3400,17250,
2018-06-27 14:00:00,1112.7500,1116.2827,1109.5800,1112.3600,20145,
2018-06-27 13:30:00,1117.1000,1118.2497,1109.2764,1113.6900,48442,
2018-06-27 13:00:00,1121.3700,1121.3700,1117.3500,1117.6500,21639,
2018-06-27 12:30:00,1122.8200,1124.9100,1121.0400,1121.0400,12945,
2018-06-27 12:00:00,1118.9100,1124.2000,1117.5300,1123.2988,27181,
2018-06-27 11:30:00,1124.3400,1125.9600,1119.0000,1119.0087,42694,
2018-06-27 11:00:00,1126.7600,1130.3851,1124.0100,1124.0100,24387,
2018-06-27 10:30:00,1130.6850,1130.6850,1124.8600,1126.5100,47135,
2018-06-27 10:00:00,1123.4950,1131.8362,1121.7700,1130.3300,79071,
2018-06-27 09:30:00,1121.3400,1122.0600,1121.3400,1122.0600,13140,
2018-06-26 16:00:00,1119.4600,1122.5075,1116.6589,1118.4600,230213,
2018-06-26 15:30:00,1122.4850,1123.3400,1118.4300,1119.3400,42260,
2018-06-26 15:00:00,1122.6400,1125.7580,1122.1700,1122.7100,21990,
2018-06-26 14:30:00,1126.5300,1126.6500,1122.6700,1122.6700,22634,
2018-06-26 14:00:00,1130.1629,1130.2700,1126.0700,1126.3600,34868,
2018-06-26 13:30:00,1127.2300,1132.9800,1126.9900,1130.0900,40594,
2018-06-26 13:00:00,1127.6200,1128.1652,1125.1575,1127.2900,30129,
2018-06-26 12:30:00,1122.8653,1128.5000,1122.8653,1127.2654,48286,
2018-06-26 12:00:00,1120.6000,1123.2400,1119.8400,1122.7400,18176,
2018-06-26 11:30:00,1119.9950,1123.2600,1118.8100,1120.8000,30746,
2018-06-26 11:00:00,1125.1400,1125.7399,1117.3797,1120.2600,49547,
2018-06-26 10:30:00,1127.1100,1131.6500,1124.2900,1125.6600,60802,
2018-06-26 10:00:00,1128.3300,1133.2100,1119.0000,1127.5750,131838,
2018-06-26 09:30:00,1128.0000,1128.0000,1128.0000,1128.0000,24014,
2018-06-25 16:00:00,1116.8200,1127.6600,1115.2500,1124.8100,403422,
2018-06-25 15:30:00,1116.6150,1119.6000,1114.4300,1116.9500,39444,
2018-06-25 15:00:00,1117.9200,1117.9800,1112.7800,1116.6350,45731,
2018-06-25 14:30:00,1116.1100,1118.2200,1114.7000,1117.3603,21209,
2018-06-25 14:00:00,1116.0800,1119.7212,1115.1100,1117.0700,66979,
2018-06-25 13:30:00,1121.1000,1121.2686,1112.9700,1116.0500,55808,
2018-06-25 13:00:00,1122.7066,1124.2500,1116.4779,1120.7600,45103,
2018-06-25 12:30:00,1123.5000,1123.9000,1117.2400,1123.4200,59810,
2018-06-25 12:00:00,1122.3950,1123.5100,1117.8300,1122.8937,84069,
2018-06-25 11:30:00,1127.4000,1129.0000,1121.5500,1121.9400,71230,
2018-06-25 11:00:00,1131.1518,1133.8288,1126.8600,1127.4200,64045,
2018-06-25 10:30:00,1132.3500,1134.5000,1128.3900,1131.4250,101270,
2018-06-25 10:00:00,1143.2100,1143.9100,1131.3700,1132.8700,145827,
2018-06-25 09:30:00,1143.6000,1143.6700,1143.0800,1143.0800,19876,
2018-06-22 16:00:00,1155.7900,1158.7100,1154.0100,1155.4800,392082,
2018-06-22 15:30:00,1156.9400,1157.1400,1155.3800,1156.2500,20024,
2018-06-22 15:00:00,1157.9647,1158.5800,1156.4220,1156.6000,22779,
2018-06-22 14:30:00,1158.6105,1158.7300,1157.1300,1158.2000,22728,
2018-06-22 14:00:00,1160.6700,1161.0000,1158.2200,1158.8100,14806,
